# dataset: GeoCSV2.0
# created: 2022-08-24 15:32:32 UTC (netCDF_2_GeoCSV.py)
# netCDF_file: KEA20-Moho.r0.0.nc
# delimiter: |
# global_title: Moho depth model for East Asia
# global_id: KEA20_Moho
# global_data_revision: r.0.0
# global_Conventions: CF-1.0
# global_Metadata_Conventions: Unidata Dataset Discovery v1.0
# global_keywords: seismic, surface wave, tomography, East Asia, Moho, receiver functions, reflection
# global_acknowledgment: Model was provided by Michael Witek, Department of Geophysics, Kangwon National University
# global_history: 2022-08-24 15:32:32 UTC Converted to GeoCSV by netCDF_2_GeoCSV.py ,v2022.237 from KEA20-Moho.r0.0.nc; 2022-08-22 19:48:38 UTC Converted to netCDF by GeoCSV_2_netCDF.py v2022.230 from KEA20-Moho.r0.0.csv; 2022-08-22 19:46:46 UTC Converted to GeoCSV by netCDF_2_GeoCSV.py ,v2022.230 from KEA20-Moho.r0.0.nc; v1.0.0 created 2021-06-02
# global_summary: Here we provide depths to the Moho boundary in KEA20, relative to a mean Earth radius of 6371 km.; These Moho depths result from an initial inversion of point constraints from teleseismic; receiver function and seismic reflection studies, plus additional Moho perturbations from the; surface wave dispersion data inversion. The reference model Moho is taken from CRUST1.0.  ; For additional information please see the supplementary information of Witek et al. (2021).
# global_reference: ; @article{witek-2021-kea20,; title={Radial anisotropy in East Asia from multimode surface wave tomography},; author={M. Witek and S.-J. Chang and D.Y. Lim and S. Ning and J. Ning},; journal={Journal of Geophysical Research},; year={2021},; volume={},; pages={}; };
# global_reference_pid: 
# global_author_name: M. Witek
# global_author_email: mwitek2@gmail.com
# global_author_institution: Department of Geophysics, Kangwon National University
# global_geospatial_lat_min: 15.0
# global_geospatial_lat_max: 51.0
# global_geospatial_lat_resolution: 0.2
# global_geospatial_lat_units: degrees_north
# global_geospatial_lon_min: 70.0
# global_geospatial_lon_max: 150.0
# global_geospatial_lon_resolution: 0.2
# global_geospatial_lon_units: degrees_east
# global_netcdf_file: KEA20_Moho.nc
# global_repository_name: EMC
# global_repository_institution: IRIS EMC
# global_repository_pid: doi:10.17611/dp/emc.2021.kea20.1
# y_column: latitude
# y_variable: latitude
# y_dimensions: 1
# y_long_name: Latitude; positive north
# y_units: degrees_north
# y_standard_name: latitude
# x_column: longitude
# x_variable: longitude
# x_dimensions: 1
# x_long_name: Longitude; positive east
# x_units: degrees_east
# x_standard_name: longitude
# moho_column: moho
# moho_variable: moho
# moho_dimensions: 2
# moho_variable: moho
# moho_long_name: Moho depth relative to a mean Earth radius of 6371 km
# moho_display_name: Moho depth (km)
# moho_units: km
latitude|longitude|moho
31.2|94.2|67.366
31.2|94.4|66.989
31.2|94.6|67.077
31.2|94.8|67.308
31.2|95.0|67.384
31.2|95.2|67.38
31.2|95.4|67.673
31.2|95.6|68.647
31.2|95.8|69.856
31.2|96.0|70.973
31.2|96.2|71.422
31.2|96.4|71.658
31.2|96.6|71.607
31.2|96.8|71.381
31.2|97.0|70.705
31.2|97.2|70.642
31.2|97.4|70.732
31.2|97.6|70.351
31.2|97.8|69.161
31.2|98.0|68.064
31.2|98.2|66.976
31.2|98.4|65.911
31.2|98.6|64.813
31.2|98.8|63.882
31.2|99.0|63.152
31.2|99.2|62.432
31.2|99.4|61.787
31.2|99.6|61.26
31.2|99.8|60.939
31.2|100.0|60.625
31.2|100.2|60.126
31.2|100.4|59.452
31.2|100.6|58.784
31.2|100.8|58.008
31.2|101.0|57.28
31.2|101.2|56.651
31.2|101.4|56.269
31.2|101.6|56.328
31.2|101.8|56.945
31.2|102.0|57.693
31.2|102.2|58.179
31.2|102.4|58.412
31.2|102.6|57.353
31.2|102.8|55.104
31.2|103.0|52.011
31.2|103.2|47.839
31.2|103.4|44.099
31.2|103.6|43.379
31.2|103.8|43.745
31.2|104.0|43.158
31.2|104.2|42.474
31.2|104.4|41.903
31.2|104.6|41.47
31.2|104.8|41.551
31.2|105.0|41.49
31.2|105.2|41.427
31.2|105.4|41.248
31.2|105.6|41.095
31.2|105.8|41.007
31.2|106.0|41.138
31.2|106.2|41.392
31.2|106.4|41.646
31.2|106.6|41.835
31.2|106.8|41.969
31.2|107.0|42.102
31.2|107.2|42.34
31.2|107.4|42.872
31.2|107.6|43.38
31.2|107.8|43.629
31.2|108.0|43.537
31.2|108.2|43.403
31.2|108.4|43.314
31.2|108.6|43.244
31.2|108.8|43.079
31.2|109.0|42.881
31.2|109.2|43.002
31.2|109.4|43.19
31.2|109.6|43.18
31.2|109.8|42.37
31.2|110.0|41.322
31.2|110.2|40.382
31.2|110.4|39.666
31.2|110.6|38.991
31.2|110.8|38.438
31.2|111.0|38.0
31.2|111.2|37.46
31.2|111.4|36.957
31.2|111.6|36.47
31.2|111.8|35.923
31.2|112.0|35.356
31.2|112.2|34.761
31.2|112.4|34.257
31.2|112.6|33.99
31.2|112.8|33.879
31.2|113.0|33.759
31.2|113.2|33.638
31.2|113.4|33.515
31.2|113.6|33.508
31.2|113.8|33.617
31.2|114.0|33.722
31.2|114.2|33.786
31.2|114.4|33.851
31.2|114.6|34.043
31.2|114.8|34.334
31.2|115.0|34.625
31.2|115.2|35.241
31.2|115.4|36.323
31.2|115.6|37.176
31.2|115.8|37.49
31.2|116.0|36.921
31.2|116.2|36.355
31.2|116.4|35.45
31.2|116.6|34.592
31.2|116.8|33.97
31.2|117.0|33.517
31.2|117.2|33.165
31.2|117.4|32.902
31.2|117.6|32.683
31.2|117.8|32.442
31.2|118.0|32.208
31.2|118.2|31.925
31.2|118.4|31.537
31.2|118.6|31.313
31.2|118.8|31.2
31.2|119.0|31.016
31.2|119.2|31.061
31.2|119.4|31.349
31.2|119.6|31.606
31.2|119.8|31.796
31.2|120.0|31.952
31.2|120.2|32.087
31.2|120.4|32.219
31.2|120.6|32.278
31.2|120.8|32.259
31.2|121.0|32.221
31.2|121.2|32.181
31.2|121.4|32.15
31.2|121.6|32.06
31.2|121.8|31.849
31.2|122.0|31.7
31.2|122.2|31.557
31.2|122.4|31.419
31.2|122.6|31.204
31.2|122.8|30.949
31.2|123.0|30.689
31.2|123.2|30.429
31.2|123.4|30.166
31.2|123.6|30.032
31.2|123.8|30.028
31.2|124.0|30.025
31.2|124.2|30.025
31.2|124.4|30.023
31.2|124.6|30.021
31.2|124.8|30.02
31.2|125.0|30.02
31.2|125.2|30.019
31.2|125.4|30.023
31.2|125.6|30.027
31.2|125.8|30.03
31.2|126.0|30.033
31.2|126.2|30.038
31.2|126.4|30.039
31.2|126.6|30.042
31.2|126.8|30.04
31.2|127.0|30.034
31.2|127.2|30.027
31.2|127.4|30.017
31.2|127.6|30.014
31.2|127.8|30.012
31.2|128.0|30.013
31.2|128.2|30.02
31.2|128.4|30.034
31.2|128.6|30.062
31.2|128.8|30.108
31.2|129.0|30.156
31.2|129.2|30.278
31.2|129.4|30.338
31.2|129.6|30.333
31.2|129.8|30.283
31.2|130.0|30.208
31.2|130.2|30.181
31.2|130.4|31.044
31.2|130.6|31.408
31.2|130.8|30.881
31.2|131.0|29.789
31.2|131.2|28.691
31.2|131.4|26.925
31.2|131.6|24.724
31.2|131.8|22.447
31.2|132.0|20.52
31.2|132.2|18.619
31.2|132.4|16.843
31.2|132.6|15.751
31.2|132.8|15.309
31.2|133.0|14.895
31.2|133.2|14.485
31.2|133.4|14.079
31.2|133.6|13.739
31.2|133.8|13.464
31.2|134.0|13.189
31.2|134.2|12.915
31.2|134.4|12.641
31.2|134.6|12.484
31.2|134.8|12.444
31.2|135.0|12.404
31.2|135.2|12.364
31.2|135.4|12.323
31.2|135.6|12.258
31.2|135.8|12.167
31.2|136.0|12.077
31.2|136.2|11.986
31.2|136.4|11.895
31.2|136.6|11.938
31.2|136.8|12.111
31.2|137.0|12.285
31.2|137.2|12.459
31.2|137.4|12.633
31.2|137.6|12.541
31.2|137.8|12.183
31.2|138.0|11.824
31.2|138.2|11.466
31.2|138.4|11.107
31.2|138.6|10.993
31.2|138.8|11.123
31.2|139.0|11.252
31.2|139.2|11.383
31.2|139.4|11.512
31.2|139.6|11.429
31.2|139.8|11.136
31.2|140.0|10.843
31.2|140.2|10.549
31.2|140.4|10.254
31.2|140.6|10.339
31.2|140.8|10.804
31.2|141.0|11.268
31.2|141.2|11.733
31.2|141.4|12.197
31.2|141.6|12.619
31.2|141.8|12.998
31.2|142.0|13.376
31.2|142.2|13.753
31.2|142.4|14.131
31.2|142.6|14.161
31.2|142.8|13.841
31.2|143.0|13.522
31.2|143.2|13.203
31.2|143.4|12.884
31.2|143.6|12.735
31.2|143.8|12.756
31.2|144.0|12.779
31.2|144.2|12.8
31.2|144.4|12.821
31.2|144.6|12.849
31.2|144.8|12.884
31.2|145.0|12.917
31.2|145.2|12.951
31.2|145.4|12.985
31.2|145.6|13.011
31.2|145.8|13.028
31.2|146.0|13.046
31.2|146.2|13.064
31.2|146.4|13.081
31.2|146.6|13.091
31.2|146.8|13.091
31.2|147.0|13.092
31.2|147.2|13.092
31.2|147.4|13.092
31.2|147.6|13.062
31.2|147.8|13.005
31.2|148.0|12.948
31.2|148.2|12.891
31.2|148.4|12.834
31.2|148.6|12.794
31.2|148.8|12.771
31.2|149.0|12.748
31.2|149.2|12.725
31.2|149.4|12.702
31.2|149.6|12.712
31.2|149.8|12.753
31.2|150.0|12.794
31.4|70.0|43.008
31.4|70.2|43.21
31.4|70.4|43.412
31.4|70.6|43.423
31.4|70.8|43.244
31.4|71.0|43.068
31.4|71.2|42.89
31.4|71.4|42.713
31.4|71.6|42.635
31.4|71.8|42.657
31.4|72.0|42.675
31.4|72.2|42.692
31.4|72.4|42.71
31.4|72.6|42.516
31.4|72.8|42.116
31.4|73.0|41.716
31.4|73.2|41.321
31.4|73.4|40.925
31.4|73.6|40.631
31.4|73.8|40.437
31.4|74.0|40.243
31.4|74.2|40.049
31.4|74.4|39.854
31.4|74.6|40.622
31.4|74.8|42.354
31.4|75.0|44.089
31.4|75.2|45.823
31.4|75.4|47.556
31.4|75.6|48.852
31.4|75.8|49.689
31.4|76.0|50.533
31.4|76.2|51.329
31.4|76.4|51.988
31.4|76.6|52.225
31.4|76.8|52.081
31.4|77.0|51.888
31.4|77.2|51.683
31.4|77.4|51.318
31.4|77.6|51.615
31.4|77.8|52.663
31.4|78.0|53.988
31.4|78.2|55.305
31.4|78.4|56.529
31.4|78.6|57.319
31.4|78.8|57.751
31.4|79.0|58.172
31.4|79.2|58.593
31.4|79.4|59.013
31.4|79.6|59.223
31.4|79.8|59.221
31.4|80.0|59.201
31.4|80.2|59.159
31.4|80.4|59.118
31.4|80.6|59.142
31.4|80.8|59.231
31.4|81.0|59.32
31.4|81.2|59.423
31.4|81.4|59.523
31.4|81.6|59.675
31.4|81.8|59.892
31.4|82.0|60.111
31.4|82.2|60.334
31.4|82.4|60.583
31.4|82.6|60.916
31.4|82.8|61.355
31.4|83.0|61.844
31.4|83.2|62.33
31.4|83.4|62.921
31.4|83.6|63.71
31.4|83.8|64.548
31.4|84.0|65.384
31.4|84.2|66.236
31.4|84.4|67.239
31.4|84.6|68.173
31.4|84.8|68.928
31.4|85.0|69.511
31.4|85.2|69.619
31.4|85.4|69.586
31.4|85.6|69.042
31.4|85.8|68.5
31.4|86.0|68.133
31.4|86.2|68.209
31.4|86.4|68.282
31.4|86.6|68.403
31.4|86.8|68.573
31.4|87.0|68.744
31.4|87.2|68.935
31.4|87.4|69.131
31.4|87.6|69.222
31.4|87.8|69.211
31.4|88.0|69.201
31.4|88.2|69.184
31.4|88.4|69.178
31.4|88.6|69.178
31.4|88.8|69.183
31.4|89.0|69.217
31.4|89.2|69.306
31.4|89.4|69.184
31.4|89.6|68.933
31.4|89.8|68.624
31.4|90.0|68.373
31.4|90.2|68.191
31.4|90.4|68.592
31.4|90.6|69.529
31.4|90.8|69.508
31.4|91.0|68.958
31.4|91.2|68.231
31.4|91.4|67.707
31.4|91.6|68.22
31.4|91.8|69.728
31.4|92.0|71.21
31.4|92.2|71.734
31.4|92.4|72.358
31.4|92.6|72.095
31.4|92.8|71.325
31.4|93.0|70.596
31.4|93.2|69.889
31.4|93.4|69.861
31.4|93.6|69.878
31.4|93.8|69.686
31.4|94.0|68.957
31.4|94.2|68.232
31.4|94.4|67.57
31.4|94.6|67.554
31.4|94.8|67.949
31.4|95.0|68.229
31.4|95.2|68.23
31.4|95.4|68.295
31.4|95.6|69.029
31.4|95.8|70.471
31.4|96.0|72.109
31.4|96.2|72.74
31.4|96.4|72.79
31.4|96.6|72.696
31.4|96.8|72.124
31.4|97.0|71.353
31.4|97.2|70.551
31.4|97.4|70.458
31.4|97.6|69.957
31.4|97.8|68.966
31.4|98.0|67.716
31.4|98.2|66.601
31.4|98.4|65.614
31.4|98.6|64.54
31.4|98.8|63.841
31.4|99.0|63.148
31.4|99.2|62.519
31.4|99.4|61.919
31.4|99.6|61.489
31.4|99.8|61.182
31.4|100.0|60.902
31.4|100.2|60.278
31.4|100.4|59.593
31.4|100.6|58.79
31.4|100.8|57.943
31.4|101.0|57.167
31.4|101.2|56.553
31.4|101.4|56.086
31.4|101.6|56.1
31.4|101.8|56.535
31.4|102.0|57.032
31.4|102.2|57.469
31.4|102.4|57.917
31.4|102.6|56.83
31.4|102.8|54.474
31.4|103.0|52.665
31.4|103.2|49.032
31.4|103.4|45.993
31.4|103.6|44.819
31.4|103.8|44.881
31.4|104.0|43.751
31.4|104.2|42.636
31.4|104.4|41.851
31.4|104.6|41.418
31.4|104.8|41.344
31.4|105.0|41.404
31.4|105.2|41.445
31.4|105.4|41.418
31.4|105.6|41.31
31.4|105.8|41.285
31.4|106.0|41.345
31.4|106.2|41.566
31.4|106.4|41.812
31.4|106.6|42.062
31.4|106.8|42.193
31.4|107.0|42.304
31.4|107.2|42.328
31.4|107.4|42.825
31.4|107.6|43.346
31.4|107.8|43.399
31.4|108.0|43.299
31.4|108.2|43.177
31.4|108.4|43.157
31.4|108.6|43.099
31.4|108.8|42.953
31.4|109.0|42.75
31.4|109.2|42.866
31.4|109.4|43.077
31.4|109.6|42.996
31.4|109.8|42.197
31.4|110.0|41.189
31.4|110.2|40.367
31.4|110.4|39.748
31.4|110.6|39.094
31.4|110.8|38.512
31.4|111.0|38.04
31.4|111.2|37.511
31.4|111.4|37.029
31.4|111.6|36.534
31.4|111.8|35.946
31.4|112.0|35.36
31.4|112.2|34.795
31.4|112.4|34.245
31.4|112.6|34.0
31.4|112.8|34.033
31.4|113.0|34.006
31.4|113.2|33.982
31.4|113.4|33.988
31.4|113.6|34.042
31.4|113.8|34.173
31.4|114.0|34.234
31.4|114.2|34.322
31.4|114.4|34.412
31.4|114.6|34.527
31.4|114.8|34.743
31.4|115.0|34.981
31.4|115.2|35.242
31.4|115.4|35.885
31.4|115.6|36.72
31.4|115.8|36.922
31.4|116.0|36.685
31.4|116.2|36.393
31.4|116.4|36.006
31.4|116.6|35.23
31.4|116.8|34.373
31.4|117.0|33.887
31.4|117.2|33.403
31.4|117.4|33.05
31.4|117.6|32.826
31.4|117.8|32.573
31.4|118.0|32.26
31.4|118.2|31.832
31.4|118.4|31.357
31.4|118.6|31.104
31.4|118.8|30.813
31.4|119.0|30.614
31.4|119.2|30.686
31.4|119.4|31.211
31.4|119.6|31.683
31.4|119.8|31.838
31.4|120.0|31.892
31.4|120.2|32.045
31.4|120.4|32.236
31.4|120.6|32.319
31.4|120.8|32.258
31.4|121.0|32.201
31.4|121.2|32.124
31.4|121.4|32.045
31.4|121.6|31.889
31.4|121.8|31.657
31.4|122.0|31.454
31.4|122.2|31.329
31.4|122.4|31.219
31.4|122.6|31.021
31.4|122.8|30.806
31.4|123.0|30.588
31.4|123.2|30.368
31.4|123.4|30.148
31.4|123.6|30.035
31.4|123.8|30.031
31.4|124.0|30.031
31.4|124.2|30.031
31.4|124.4|30.031
31.4|124.6|30.029
31.4|124.8|30.028
31.4|125.0|30.027
31.4|125.2|30.027
31.4|125.4|30.028
31.4|125.6|30.031
31.4|125.8|30.032
31.4|126.0|30.036
31.4|126.2|30.037
31.4|126.4|30.038
31.4|126.6|30.041
31.4|126.8|30.04
31.4|127.0|30.034
31.4|127.2|30.029
31.4|127.4|30.027
31.4|127.6|30.025
31.4|127.8|30.023
31.4|128.0|30.028
31.4|128.2|30.035
31.4|128.4|30.048
31.4|128.6|30.091
31.4|128.8|30.133
31.4|129.0|30.217
31.4|129.2|30.395
31.4|129.4|30.516
31.4|129.6|30.589
31.4|129.8|30.681
31.4|130.0|30.69
31.4|130.2|30.782
31.4|130.4|31.255
31.4|130.6|31.792
31.4|130.8|31.679
31.4|131.0|30.897
31.4|131.2|29.986
31.4|131.4|28.748
31.4|131.6|26.516
31.4|131.8|23.869
31.4|132.0|21.628
31.4|132.2|19.606
31.4|132.4|17.635
31.4|132.6|16.465
31.4|132.8|15.969
31.4|133.0|15.495
31.4|133.2|15.037
31.4|133.4|14.579
31.4|133.6|14.167
31.4|133.8|13.796
31.4|134.0|13.423
31.4|134.2|13.052
31.4|134.4|12.682
31.4|134.6|12.493
31.4|134.8|12.486
31.4|135.0|12.479
31.4|135.2|12.472
31.4|135.4|12.464
31.4|135.6|12.41
31.4|135.8|12.308
31.4|136.0|12.206
31.4|136.2|12.103
31.4|136.4|12.002
31.4|136.6|12.041
31.4|136.8|12.221
31.4|137.0|12.401
31.4|137.2|12.581
31.4|137.4|12.761
31.4|137.6|12.659
31.4|137.8|12.275
31.4|138.0|11.891
31.4|138.2|11.507
31.4|138.4|11.123
31.4|138.6|11.026
31.4|138.8|11.217
31.4|139.0|11.407
31.4|139.2|11.598
31.4|139.4|11.788
31.4|139.6|11.707
31.4|139.8|11.353
31.4|140.0|11.0
31.4|140.2|10.646
31.4|140.4|10.291
31.4|140.6|10.357
31.4|140.8|10.844
31.4|141.0|11.331
31.4|141.2|11.818
31.4|141.4|12.304
31.4|141.6|12.731
31.4|141.8|13.101
31.4|142.0|13.47
31.4|142.2|13.837
31.4|142.4|14.206
31.4|142.6|14.224
31.4|142.8|13.89
31.4|143.0|13.557
31.4|143.2|13.224
31.4|143.4|12.891
31.4|143.6|12.734
31.4|143.8|12.752
31.4|144.0|12.772
31.4|144.2|12.79
31.4|144.4|12.808
31.4|144.6|12.836
31.4|144.8|12.873
31.4|145.0|12.909
31.4|145.2|12.946
31.4|145.4|12.982
31.4|145.6|13.008
31.4|145.8|13.023
31.4|146.0|13.038
31.4|146.2|13.053
31.4|146.4|13.068
31.4|146.6|13.075
31.4|146.8|13.073
31.4|147.0|13.071
31.4|147.2|13.068
31.4|147.4|13.065
31.4|147.6|13.027
31.4|147.8|12.954
31.4|148.0|12.882
31.4|148.2|12.81
31.4|148.4|12.737
31.4|148.6|12.687
31.4|148.8|12.66
31.4|149.0|12.632
31.4|149.2|12.604
31.4|149.4|12.577
31.4|149.6|12.593
31.4|149.8|12.652
31.4|150.0|12.711
31.6|70.0|43.423
31.6|70.2|43.655
31.6|70.4|43.886
31.6|70.6|43.925
31.6|70.8|43.768
31.6|71.0|43.612
31.6|71.2|43.457
31.6|71.4|43.302
31.6|71.6|43.286
31.6|71.8|43.408
31.6|72.0|43.528
31.6|72.2|43.647
31.6|72.4|43.761
31.6|72.6|43.608
31.6|72.8|43.184
31.6|73.0|42.764
31.6|73.2|42.346
31.6|73.4|41.927
31.6|73.6|41.618
31.6|73.8|41.418
31.6|74.0|41.218
31.6|74.2|41.018
31.6|74.4|40.818
31.6|74.6|41.546
31.6|74.8|43.205
31.6|75.0|44.866
31.6|75.2|46.525
31.6|75.4|48.185
31.6|75.6|49.409
31.6|75.8|50.186
31.6|76.0|50.985
31.6|76.2|51.786
31.6|76.4|52.453
31.6|76.6|52.891
31.6|76.8|52.762
31.6|77.0|52.505
31.6|77.2|52.23
31.6|77.4|51.874
31.6|77.6|52.263
31.6|77.8|53.422
31.6|78.0|54.998
31.6|78.2|56.542
31.6|78.4|57.985
31.6|78.6|58.83
31.6|78.8|59.039
31.6|79.0|59.249
31.6|79.2|59.475
31.6|79.4|59.765
31.6|79.6|59.86
31.6|79.8|59.788
31.6|80.0|59.762
31.6|80.2|59.648
31.6|80.4|59.521
31.6|80.6|59.489
31.6|80.8|59.631
31.6|81.0|59.743
31.6|81.2|59.862
31.6|81.4|60.019
31.6|81.6|60.155
31.6|81.8|60.302
31.6|82.0|60.453
31.6|82.2|60.617
31.6|82.4|60.798
31.6|82.6|61.12
31.6|82.8|61.642
31.6|83.0|62.169
31.6|83.2|62.787
31.6|83.4|63.541
31.6|83.6|64.343
31.6|83.8|66.073
31.6|84.0|66.941
31.6|84.2|67.801
31.6|84.4|67.948
31.6|84.6|68.838
31.6|84.8|69.37
31.6|85.0|69.265
31.6|85.2|69.293
31.6|85.4|69.05
31.6|85.6|68.475
31.6|85.8|67.906
31.6|86.0|67.853
31.6|86.2|67.914
31.6|86.4|67.991
31.6|86.6|68.179
31.6|86.8|68.353
31.6|87.0|68.532
31.6|87.2|68.722
31.6|87.4|68.92
31.6|87.6|68.997
31.6|87.8|68.986
31.6|88.0|68.976
31.6|88.2|68.929
31.6|88.4|68.923
31.6|88.6|68.91
31.6|88.8|68.888
31.6|89.0|68.939
31.6|89.2|69.165
31.6|89.4|69.302
31.6|89.6|69.087
31.6|89.8|68.855
31.6|90.0|68.638
31.6|90.2|68.846
31.6|90.4|69.137
31.6|90.6|69.407
31.6|90.8|68.947
31.6|91.0|68.48
31.6|91.2|67.934
31.6|91.4|67.443
31.6|91.6|67.921
31.6|91.8|69.409
31.6|92.0|70.936
31.6|92.2|71.951
31.6|92.4|72.501
31.6|92.6|72.276
31.6|92.8|71.849
31.6|93.0|71.214
31.6|93.2|70.655
31.6|93.4|70.4
31.6|93.6|70.427
31.6|93.8|70.192
31.6|94.0|69.653
31.6|94.2|68.799
31.6|94.4|67.863
31.6|94.6|67.705
31.6|94.8|68.277
31.6|95.0|68.848
31.6|95.2|68.931
31.6|95.4|68.975
31.6|95.6|69.175
31.6|95.8|70.591
31.6|96.0|72.016
31.6|96.2|73.247
31.6|96.4|73.15
31.6|96.6|72.681
31.6|96.8|71.517
31.6|97.0|70.591
31.6|97.2|69.955
31.6|97.4|69.551
31.6|97.6|69.038
31.6|97.8|68.142
31.6|98.0|67.096
31.6|98.2|66.191
31.6|98.4|65.297
31.6|98.6|64.524
31.6|98.8|63.853
31.6|99.0|63.195
31.6|99.2|62.612
31.6|99.4|62.038
31.6|99.6|61.643
31.6|99.8|61.361
31.6|100.0|60.93
31.6|100.2|60.276
31.6|100.4|59.593
31.6|100.6|58.767
31.6|100.8|57.871
31.6|101.0|57.205
31.6|101.2|56.475
31.6|101.4|56.019
31.6|101.6|55.988
31.6|101.8|56.325
31.6|102.0|56.527
31.6|102.2|56.85
31.6|102.4|57.106
31.6|102.6|56.03
31.6|102.8|54.0
31.6|103.0|52.443
31.6|103.2|50.652
31.6|103.4|48.248
31.6|103.6|46.449
31.6|103.8|45.295
31.6|104.0|43.825
31.6|104.2|42.608
31.6|104.4|41.948
31.6|104.6|41.53
31.6|104.8|41.546
31.6|105.0|41.609
31.6|105.2|41.67
31.6|105.4|41.727
31.6|105.6|41.749
31.6|105.8|41.796
31.6|106.0|41.842
31.6|106.2|41.916
31.6|106.4|42.187
31.6|106.6|42.406
31.6|106.8|42.553
31.6|107.0|42.557
31.6|107.2|42.541
31.6|107.4|42.587
31.6|107.6|42.699
31.6|107.8|42.757
31.6|108.0|42.801
31.6|108.2|42.778
31.6|108.4|42.789
31.6|108.6|42.676
31.6|108.8|42.435
31.6|109.0|42.16
31.6|109.2|41.928
31.6|109.4|41.79
31.6|109.6|41.456
31.6|109.8|41.208
31.6|110.0|40.356
31.6|110.2|39.722
31.6|110.4|39.093
31.6|110.6|38.507
31.6|110.8|38.119
31.6|111.0|37.733
31.6|111.2|37.299
31.6|111.4|36.925
31.6|111.6|36.39
31.6|111.8|35.769
31.6|112.0|35.256
31.6|112.2|34.732
31.6|112.4|34.216
31.6|112.6|33.995
31.6|112.8|34.084
31.6|113.0|34.155
31.6|113.2|34.202
31.6|113.4|34.252
31.6|113.6|34.384
31.6|113.8|34.506
31.6|114.0|34.619
31.6|114.2|34.728
31.6|114.4|34.846
31.6|114.6|34.958
31.6|114.8|35.039
31.6|115.0|35.248
31.6|115.2|35.449
31.6|115.4|35.649
31.6|115.6|35.761
31.6|115.8|35.955
31.6|116.0|35.855
31.6|116.2|35.855
31.6|116.4|35.784
31.6|116.6|34.999
31.6|116.8|34.426
31.6|117.0|33.937
31.6|117.2|33.456
31.6|117.4|33.175
31.6|117.6|32.888
31.6|117.8|32.631
31.6|118.0|32.217
31.6|118.2|31.774
31.6|118.4|31.255
31.6|118.6|30.89
31.6|118.8|30.672
31.6|119.0|30.463
31.6|119.2|30.829
31.6|119.4|31.284
31.6|119.6|31.752
31.6|119.8|31.804
31.6|120.0|31.84
31.6|120.2|31.93
31.6|120.4|32.148
31.6|120.6|32.26
31.6|120.8|32.172
31.6|121.0|32.095
31.6|121.2|31.998
31.6|121.4|31.89
31.6|121.6|31.732
31.6|121.8|31.483
31.6|122.0|31.252
31.6|122.2|31.112
31.6|122.4|30.983
31.6|122.6|30.837
31.6|122.8|30.662
31.6|123.0|30.486
31.6|123.2|30.306
31.6|123.4|30.127
31.6|123.6|30.035
31.6|123.8|30.033
31.6|124.0|30.033
31.6|124.2|30.034
31.6|124.4|30.034
31.6|124.6|30.034
31.6|124.8|30.033
31.6|125.0|30.034
31.6|125.2|30.034
31.6|125.4|30.034
31.6|125.6|30.035
31.6|125.8|30.036
31.6|126.0|30.038
31.6|126.2|30.038
31.6|126.4|30.038
31.6|126.6|30.038
31.6|126.8|30.035
31.6|127.0|30.031
31.6|127.2|30.028
31.6|127.4|30.028
31.6|127.6|30.027
31.6|127.8|30.03
31.6|128.0|30.037
31.6|128.2|30.044
31.6|128.4|30.063
31.6|128.6|30.106
31.6|128.8|30.151
31.6|129.0|30.267
31.6|129.2|30.459
31.6|129.4|30.635
31.6|129.6|30.769
31.6|129.8|30.84
31.6|130.0|30.89
31.6|130.2|30.985
31.6|130.4|31.079
31.6|130.6|31.479
31.6|130.8|31.727
31.6|131.0|31.823
31.6|131.2|31.223
31.6|131.4|30.565
31.6|131.6|28.828
31.6|131.8|26.154
31.6|132.0|23.581
31.6|132.2|21.643
31.6|132.4|19.762
31.6|132.6|18.535
31.6|132.8|17.974
31.6|133.0|17.431
31.6|133.2|16.904
31.6|133.4|16.387
31.6|133.6|15.778
31.6|133.8|15.072
31.6|134.0|14.368
31.6|134.2|13.663
31.6|134.4|12.959
31.6|134.6|12.601
31.6|134.8|12.587
31.6|135.0|12.574
31.6|135.2|12.56
31.6|135.4|12.547
31.6|135.6|12.522
31.6|135.8|12.487
31.6|136.0|12.452
31.6|136.2|12.416
31.6|136.4|12.382
31.6|136.6|12.41
31.6|136.8|12.504
31.6|137.0|12.597
31.6|137.2|12.689
31.6|137.4|12.783
31.6|137.6|12.664
31.6|137.8|12.332
31.6|138.0|12.001
31.6|138.2|11.669
31.6|138.4|11.339
31.6|138.6|11.341
31.6|138.8|11.675
31.6|139.0|12.012
31.6|139.2|12.346
31.6|139.4|12.681
31.6|139.6|12.627
31.6|139.8|12.182
31.6|140.0|11.735
31.6|140.2|11.287
31.6|140.4|10.84
31.6|140.6|10.816
31.6|140.8|11.221
31.6|141.0|11.627
31.6|141.2|12.029
31.6|141.4|12.434
31.6|141.6|12.822
31.6|141.8|13.193
31.6|142.0|13.564
31.6|142.2|13.935
31.6|142.4|14.305
31.6|142.6|14.31
31.6|142.8|13.95
31.6|143.0|13.591
31.6|143.2|13.232
31.6|143.4|12.874
31.6|143.6|12.704
31.6|143.8|12.724
31.6|144.0|12.745
31.6|144.2|12.765
31.6|144.4|12.786
31.6|144.6|12.814
31.6|144.8|12.851
31.6|145.0|12.887
