# dataset: GeoCSV2.0
# created: 2018-10-25 19:26:04 UTC (netCDF_2_GeoCSV_2D.py)
# netCDF_file: Crustal_Thickness_Error.nc
# delimiter: |
# global_title: Crustal thickness values within the western United States derived from receiver function observations
# global_id: Crustal_Thickness_Error
# global_summary: crustal thicknesses for the Western United States
# global_keywords: crust , Receiver function , IRIS EMC , CCP , Gilbert , thickness , Earth model , error
# global_Conventions: CF-1.0
# global_Metadata_Conventions: Unidata Dataset Discovery v1.0
# global_creator_name: IRIS EMC
# global_creator_url: http://www.iris.edu/dms/products/emc/
# global_creator_email: product@iris.edu
# global_institution: IRIS DMC
# global_acknowledgment: Model was provided by Hersh Gilbert,  Purdue University
# global_references: Crustal thicknesses for the Western United States, Gilbert (2012)
# global_history: 2015-11-09 created 2016-08-11 IRID DMC, updated variable definitions to make sure they are compatible with CF
# global_comment: model converted to netCDF by IRIS EMC
# global_geospatial_lat_min: 30.7
# global_geospatial_lat_max: 50.2
# global_geospatial_lat_units: degrees_north
# global_geospatial_lat_resolution: 0.1
# global_geospatial_lon_min: -125.0
# global_geospatial_lon_max: -101.0
# global_geospatial_lon_units: degrees_east
# global_geospatial_lon_resolution: 0.53
# latitude_column: latitude
# latitude_long_name: Latitude; positive north
# latitude_units: degrees_north
# latitude_standard_name: latitude
# longitude_column: longitude
# longitude_long_name: Longitude; positive east
# longitude_units: degrees_east
# longitude_standard_name: longitude
# thickness_column: thickness
# thickness_long_name: crustal thickness
# thickness_display_name: crustal thickness in km
# thickness_units: kilometer
# thickness_missing_value: nan
# thickness__FillValue: nan
# error_column: error
# error_long_name: crustal thickness error
# error_display_name: crustal thickness error in km
# error_units: kilometer
# error_missing_value: nan
# error__FillValue: nan
latitude|longitude|thickness|error
44.07|-104.77|47.0|1.0
44.07|-104.24|50.0|1.0
44.07|-103.71|50.0|1.0
44.07|-103.18|48.0|1.0
44.07|-102.65|35.0|1.0
44.07|-102.13|36.0|1.0
44.07|-101.6|34.0|1.0
44.48|-124.86|nan|nan
44.48|-124.33|nan|nan
44.48|-123.8|nan|nan
44.48|-123.27|nan|nan
44.48|-122.74|nan|nan
44.48|-122.21|38.0|1.0
44.48|-121.68|41.0|1.0
44.48|-121.15|41.0|1.0
44.48|-120.63|41.0|1.0
44.48|-120.1|34.0|1.0
44.48|-119.57|35.0|2.0
44.48|-119.04|38.0|2.0
44.48|-118.51|36.0|1.0
44.48|-117.98|35.0|1.0
44.48|-117.45|31.0|1.0
44.48|-116.93|32.0|2.0
44.48|-116.4|34.0|2.0
44.48|-115.87|37.0|1.0
44.48|-115.34|40.0|1.0
44.48|-114.81|40.0|1.0
44.48|-114.28|39.0|1.0
44.48|-113.75|38.0|1.0
44.48|-113.23|37.0|1.0
44.48|-112.7|42.0|1.0
44.48|-112.17|45.5|2.5
44.48|-111.64|48.0|1.0
44.48|-111.11|47.0|1.0
44.48|-110.58|43.0|1.0
44.48|-110.05|45.0|1.0
44.48|-109.53|48.0|1.0
44.48|-109.0|50.0|1.0
44.48|-108.47|50.0|1.0
44.48|-107.94|nan|nan
44.48|-107.41|55.0|1.0
44.48|-106.88|55.0|1.0
44.48|-106.35|nan|nan
44.48|-105.83|46.0|1.0
44.48|-105.3|46.0|1.0
44.48|-104.77|47.0|1.0
44.48|-104.24|52.0|1.0
44.48|-103.71|50.0|1.0
44.48|-103.18|49.0|1.0
44.48|-102.65|48.0|1.0
44.48|-102.13|36.0|1.0
44.48|-101.6|34.5|1.5
44.88|-124.86|nan|nan
44.88|-124.33|nan|nan
44.88|-123.8|nan|nan
44.88|-123.27|nan|nan
44.88|-122.74|nan|nan
44.88|-122.21|34.5|2.5
44.88|-121.68|34.0|2.0
44.88|-121.15|40.0|1.0
44.88|-120.63|41.0|1.0
44.88|-120.1|45.0|1.0
44.88|-119.57|nan|nan
44.88|-119.04|34.0|1.0
44.88|-118.51|35.0|1.0
44.88|-117.98|36.0|1.0
44.88|-117.45|33.0|4.0
44.88|-116.93|31.0|1.0
44.88|-116.4|34.0|2.0
44.88|-115.87|38.0|2.0
44.88|-115.34|39.0|1.0
44.88|-114.81|40.0|1.0
44.88|-114.28|38.0|1.0
44.88|-113.75|nan|nan
44.88|-113.23|37.0|1.0
44.88|-112.7|40.0|1.0
44.88|-112.17|42.0|1.0
44.88|-111.64|49.0|1.0
44.88|-111.11|51.5|0.5
44.88|-110.58|52.0|1.0
44.88|-110.05|47.0|1.0
44.88|-109.53|47.0|1.0
44.88|-109.0|49.0|1.0
44.88|-108.47|49.0|1.0
44.88|-107.94|42.0|1.0
44.88|-107.41|40.0|1.0
44.88|-106.88|nan|nan
44.88|-106.35|41.0|1.0
44.88|-105.83|42.0|1.0
44.88|-105.3|46.0|1.0
44.88|-104.77|46.0|2.0
44.88|-104.24|44.5|3.5
44.88|-103.71|52.0|0.0
44.88|-103.18|50.5|0.5
44.88|-102.65|50.0|1.0
44.88|-102.13|41.0|2.0
44.88|-101.6|35.0|1.0
45.29|-124.86|nan|nan
45.29|-124.33|nan|nan
45.29|-123.8|nan|nan
45.29|-123.27|nan|nan
45.29|-122.74|nan|nan
45.29|-122.21|nan|nan
45.29|-121.68|40.0|0.0
45.29|-121.15|40.0|1.0
45.29|-120.63|36.0|1.0
45.29|-120.1|38.0|2.0
45.29|-119.57|nan|nan
45.29|-119.04|37.0|1.0
45.29|-118.51|36.0|1.0
45.29|-117.98|36.0|1.0
45.29|-117.45|36.0|1.0
45.29|-116.93|32.0|2.0
45.29|-116.4|36.0|2.0
45.29|-115.87|37.0|1.0
45.29|-115.34|38.0|1.0
45.29|-114.81|39.0|1.0
45.29|-114.28|36.0|1.0
45.29|-113.75|37.0|1.0
45.29|-113.23|38.0|1.0
45.29|-112.7|39.0|1.0
45.29|-112.17|39.0|1.0
45.29|-111.64|34.0|1.0
45.29|-111.11|51.0|1.0
45.29|-110.58|52.0|1.0
45.29|-110.05|nan|nan
45.29|-109.53|nan|nan
45.29|-109.0|51.0|1.0
45.29|-108.47|50.0|1.0
45.29|-107.94|49.0|1.0
45.29|-107.41|47.0|1.0
45.29|-106.88|38.0|1.0
45.29|-106.35|39.0|1.0
45.29|-105.83|42.0|1.0
45.29|-105.3|43.0|1.0
45.29|-104.77|46.0|1.0
45.29|-104.24|48.0|1.0
45.29|-103.71|50.0|1.0
45.29|-103.18|50.0|1.0
45.29|-102.65|47.0|1.0
45.29|-102.13|45.0|1.0
45.29|-101.6|nan|nan
45.69|-124.86|nan|nan
45.69|-124.33|29.0|1.0
45.69|-123.8|28.0|3.0
45.69|-123.27|27.0|2.0
45.69|-122.74|nan|nan
45.69|-122.21|39.0|1.0
45.69|-121.68|40.0|1.0
45.69|-121.15|41.0|2.0
45.69|-120.63|36.5|1.5
45.69|-120.1|36.0|1.0
45.69|-119.57|35.0|1.0
45.69|-119.04|37.0|1.0
45.69|-118.51|36.0|1.0
45.69|-117.98|nan|nan
45.69|-117.45|39.0|3.0
45.69|-116.93|38.0|1.0
45.69|-116.4|36.0|1.0
45.69|-115.87|37.0|2.0
45.69|-115.34|35.0|2.0
45.69|-114.81|37.0|1.0
45.69|-114.28|37.0|1.0
45.69|-113.75|37.0|1.0
45.69|-113.23|38.0|1.0
45.69|-112.7|40.0|1.0
45.69|-112.17|40.0|1.0
45.69|-111.64|35.0|1.0
45.69|-111.11|35.0|1.0
45.69|-110.58|35.0|2.0
45.69|-110.05|35.0|1.0
45.69|-109.53|49.0|2.0
45.69|-109.0|49.0|1.0
45.69|-108.47|46.0|1.0
45.69|-107.94|46.0|1.0
45.69|-107.41|46.0|2.0
45.69|-106.88|nan|nan
45.69|-106.35|nan|nan
45.69|-105.83|41.0|1.0
45.69|-105.3|42.0|1.0
45.69|-104.77|43.0|1.0
45.69|-104.24|48.0|1.0
45.69|-103.71|51.0|1.0
45.69|-103.18|48.0|2.0
45.69|-102.65|47.0|1.0
45.69|-102.13|46.5|0.5
45.69|-101.6|47.0|1.0
46.1|-124.86|nan|nan
46.1|-124.33|30.0|1.0
46.1|-123.8|30.0|1.0
46.1|-123.27|30.0|2.0
46.1|-122.74|nan|nan
46.1|-122.21|nan|nan
46.1|-121.68|28.0|2.0
46.1|-121.15|24.0|1.0
46.1|-120.63|26.0|2.0
46.1|-120.1|34.0|1.0
46.1|-119.57|33.0|1.0
46.1|-119.04|35.0|1.0
46.1|-118.51|35.0|1.0
46.1|-117.98|38.5|4.5
46.1|-117.45|45.0|2.0
46.1|-116.93|46.0|1.0
46.1|-116.4|45.5|1.5
46.1|-115.87|34.0|1.0
46.1|-115.34|35.0|1.0
46.1|-114.81|37.5|1.5
46.1|-114.28|38.0|1.0
46.1|-113.75|38.0|1.0
46.1|-113.23|33.0|1.0
46.1|-112.7|33.0|1.0
46.1|-112.17|nan|nan
46.1|-111.64|36.0|0.0
46.1|-111.11|36.0|1.0
46.1|-110.58|43.0|1.0
46.1|-110.05|46.0|1.0
46.1|-109.53|49.0|1.0
46.1|-109.0|49.0|1.0
46.1|-108.47|47.0|1.0
46.1|-107.94|47.0|1.0
46.1|-107.41|43.0|2.0
46.1|-106.88|nan|nan
46.1|-106.35|40.0|1.0
46.1|-105.83|41.0|1.0
46.1|-105.3|41.0|1.0
46.1|-104.77|45.5|2.5
46.1|-104.24|50.0|1.0
46.1|-103.71|51.0|1.0
46.1|-103.18|51.0|1.0
46.1|-102.65|47.0|1.0
46.1|-102.13|47.0|1.0
46.1|-101.6|47.0|0.0
46.5|-124.86|nan|nan
46.5|-124.33|30.0|1.0
46.5|-123.8|30.0|1.0
46.5|-123.27|30.0|1.0
46.5|-122.74|37.5|2.5
46.5|-122.21|43.0|2.0
46.5|-121.68|43.0|1.0
46.5|-121.15|44.0|1.0
46.5|-120.63|41.0|3.0
46.5|-120.1|38.0|2.0
46.5|-119.57|36.0|1.0
46.5|-119.04|35.0|2.0
46.5|-118.51|31.0|1.0
46.5|-117.98|50.0|1.0
46.5|-117.45|49.0|3.0
46.5|-116.93|46.0|3.0
46.5|-116.4|36.0|1.0
46.5|-115.87|33.0|2.0
46.5|-115.34|32.0|1.0
46.5|-114.81|37.0|1.0
46.5|-114.28|37.0|1.0
46.5|-113.75|36.0|1.0
46.5|-113.23|33.0|1.0
46.5|-112.7|35.0|1.0
46.5|-112.17|37.0|1.0
46.5|-111.64|34.0|1.0
46.5|-111.11|35.0|1.0
46.5|-110.58|40.0|1.0
46.5|-110.05|48.0|1.0
46.5|-109.53|48.0|1.0
46.5|-109.0|47.0|1.0
46.5|-108.47|46.0|1.0
46.5|-107.94|46.0|1.0
46.5|-107.41|49.0|1.0
46.5|-106.88|52.0|1.0
46.5|-106.35|50.0|1.0
46.5|-105.83|49.0|1.0
46.5|-105.3|48.0|1.0
46.5|-104.77|49.0|1.0
46.5|-104.24|51.0|1.0
46.5|-103.71|52.0|1.0
46.5|-103.18|51.0|1.0
46.5|-102.65|48.0|1.0
46.5|-102.13|48.0|1.0
46.5|-101.6|48.0|1.0
46.91|-124.86|31.0|1.0
46.91|-124.33|30.0|1.0
46.91|-123.8|30.0|1.0
46.91|-123.27|31.0|1.0
46.91|-122.74|30.0|1.0
46.91|-122.21|41.0|1.0
46.91|-121.68|40.0|1.0
46.91|-121.15|41.0|1.0
46.91|-120.63|42.0|2.0
46.91|-120.1|39.0|1.0
46.91|-119.57|38.0|1.0
46.91|-119.04|34.0|1.0
46.91|-118.51|29.0|1.0
46.91|-117.98|28.0|1.0
46.91|-117.45|28.0|1.0
46.91|-116.93|37.0|2.0
46.91|-116.4|35.0|2.0
46.91|-115.87|36.0|1.0
46.91|-115.34|32.0|1.0
46.91|-114.81|31.0|1.0
46.91|-114.28|36.0|1.0
46.91|-113.75|37.0|1.0
46.91|-113.23|34.0|1.0
46.91|-112.7|37.0|1.0
46.91|-112.17|39.0|1.0
46.91|-111.64|35.0|1.0
46.91|-111.11|37.0|1.0
46.91|-110.58|37.0|1.0
46.91|-110.05|50.0|0.0
46.91|-109.53|49.0|1.0
46.91|-109.0|45.0|1.0
46.91|-108.47|43.0|1.0
46.91|-107.94|45.0|1.0
46.91|-107.41|50.0|1.0
46.91|-106.88|51.0|1.0
46.91|-106.35|51.0|1.0
46.91|-105.83|50.0|1.0
46.91|-105.3|48.5|0.5
46.91|-104.77|48.0|1.0
46.91|-104.24|53.0|3.0
46.91|-103.71|54.0|1.0
46.91|-103.18|53.0|1.0
46.91|-102.65|54.5|1.5
46.91|-102.13|49.0|2.0
46.91|-101.6|48.0|1.0
47.31|-124.86|21.0|2.0
47.31|-124.33|20.0|2.0
47.31|-123.8|21.0|2.0
47.31|-123.27|20.0|1.0
47.31|-122.74|nan|nan
47.31|-122.21|nan|nan
47.31|-121.68|39.5|2.5
47.31|-121.15|38.0|2.0
47.31|-120.63|39.0|1.0
47.31|-120.1|40.0|2.0
47.31|-119.57|27.0|1.0
47.31|-119.04|27.0|1.0
47.31|-118.51|28.0|1.0
47.31|-117.98|28.0|1.0
47.31|-117.45|29.0|1.0
47.31|-116.93|26.0|1.0
47.31|-116.4|26.0|1.0
47.31|-115.87|27.0|2.0
47.31|-115.34|32.0|1.0
47.31|-114.81|31.0|1.0
47.31|-114.28|32.0|1.0
47.31|-113.75|36.0|1.0
47.31|-113.23|37.0|1.0
47.31|-112.7|39.5|0.5
47.31|-112.17|40.0|1.0
47.31|-111.64|43.0|2.0
47.31|-111.11|45.0|1.0
47.31|-110.58|44.0|1.0
47.31|-110.05|45.0|1.0
47.31|-109.53|47.0|1.0
47.31|-109.0|46.0|1.0
47.31|-108.47|43.0|1.0
47.31|-107.94|52.0|1.0
47.31|-107.41|51.0|1.0
47.31|-106.88|51.0|1.0
47.31|-106.35|51.0|1.0
47.31|-105.83|53.0|1.0
47.31|-105.3|56.0|1.0
47.31|-104.77|56.0|1.0
47.31|-104.24|56.0|1.0
47.31|-103.71|55.0|1.0
47.31|-103.18|55.0|1.0
47.31|-102.65|55.0|1.0
47.31|-102.13|49.0|2.0
47.31|-101.6|49.0|1.0
47.72|-124.86|22.0|1.0
47.72|-124.33|21.0|1.0
47.72|-123.8|21.0|2.0
47.72|-123.27|20.0|2.0
47.72|-122.74|nan|nan
47.72|-122.21|nan|nan
47.72|-121.68|nan|nan
47.72|-121.15|nan|nan
47.72|-120.63|39.0|1.0
47.72|-120.1|29.0|2.0
47.72|-119.57|31.0|1.0
47.72|-119.04|28.0|1.0
47.72|-118.51|28.0|1.0
47.72|-117.98|29.0|1.0
47.72|-117.45|28.0|1.0
47.72|-116.93|28.0|1.0
47.72|-116.4|28.0|1.0
47.72|-115.87|35.0|1.0
47.72|-115.34|36.0|1.0
47.72|-114.81|36.0|1.0
47.72|-114.28|35.0|1.0
47.72|-113.75|38.0|1.0
47.72|-113.23|38.0|1.0
47.72|-112.7|46.0|1.0
47.72|-112.17|46.0|1.0
47.72|-111.64|46.0|1.0
47.72|-111.11|45.0|1.0
47.72|-110.58|40.0|1.0
47.72|-110.05|43.0|1.0
47.72|-109.53|47.0|1.0
47.72|-109.0|49.0|1.0
47.72|-108.47|49.0|3.0
47.72|-107.94|52.0|1.0
47.72|-107.41|50.0|1.0
47.72|-106.88|49.0|1.0
47.72|-106.35|50.0|1.0
47.72|-105.83|52.0|1.0
47.72|-105.3|48.0|1.0
47.72|-104.77|48.0|1.0
47.72|-104.24|55.0|1.0
47.72|-103.71|55.0|1.0
47.72|-103.18|55.5|0.5
47.72|-102.65|55.0|2.0
47.72|-102.13|52.0|2.0
47.72|-101.6|50.0|1.0
48.12|-124.86|nan|nan
48.12|-124.33|nan|nan
48.12|-123.8|nan|nan
48.12|-123.27|nan|nan
48.12|-122.74|nan|nan
48.12|-122.21|nan|nan
48.12|-121.68|nan|nan
48.12|-121.15|nan|nan
48.12|-120.63|36.0|2.0
48.12|-120.1|32.0|1.0
48.12|-119.57|31.0|1.0
48.12|-119.04|31.0|1.0
48.12|-118.51|29.0|1.0
48.12|-117.98|29.0|1.0
48.12|-117.45|28.0|1.0
48.12|-116.93|34.0|1.0
48.12|-116.4|34.0|1.0
48.12|-115.87|37.0|2.0
48.12|-115.34|36.0|1.0
48.12|-114.81|36.0|1.0
48.12|-114.28|36.0|1.0
48.12|-113.75|38.0|1.0
48.12|-113.23|38.0|1.0
48.12|-112.7|46.0|1.0
48.12|-112.17|46.0|1.0
48.12|-111.64|46.0|1.0
48.12|-111.11|46.0|1.0
48.12|-110.58|39.0|1.0
48.12|-110.05|43.0|1.0
48.12|-109.53|43.0|1.0
48.12|-109.0|43.0|1.0
48.12|-108.47|51.0|1.0
48.12|-107.94|49.0|2.0
48.12|-107.41|49.0|1.0
48.12|-106.88|47.0|1.0
48.12|-106.35|47.0|1.0
48.12|-105.83|45.0|1.0
48.12|-105.3|47.0|1.0
48.12|-104.77|47.0|1.0
48.12|-104.24|48.0|1.0
48.12|-103.71|56.0|1.0
48.12|-103.18|56.0|1.0
48.12|-102.65|55.0|1.0
48.12|-102.13|50.0|2.0
48.12|-101.6|48.0|1.0
48.53|-124.86|nan|nan
48.53|-124.33|nan|nan
48.53|-123.8|nan|nan
48.53|-123.27|nan|nan
48.53|-122.74|nan|nan
48.53|-122.21|29.0|1.0
48.53|-121.68|30.0|1.0
48.53|-121.15|32.0|1.0
48.53|-120.63|33.0|1.0
48.53|-120.1|32.0|1.0
48.53|-119.57|31.0|1.0
48.53|-119.04|31.0|1.0
48.53|-118.51|32.0|1.0
48.53|-117.98|32.0|1.0
48.53|-117.45|36.0|1.0
48.53|-116.93|35.0|1.0
48.53|-116.4|34.0|1.0
48.53|-115.87|37.0|2.0
48.53|-115.34|38.0|1.0
48.53|-114.81|33.0|3.0
48.53|-114.28|36.0|2.0
48.53|-113.75|37.0|1.0
48.53|-113.23|nan|nan
48.53|-112.7|nan|nan
48.53|-112.17|38.0|1.0
48.53|-111.64|41.0|1.0
48.53|-111.11|40.0|1.0
48.53|-110.58|39.0|1.0
48.53|-110.05|41.0|1.0
48.53|-109.53|43.0|1.0
48.53|-109.0|45.0|1.0
48.53|-108.47|46.0|1.0
48.53|-107.94|45.0|1.0
48.53|-107.41|46.0|1.0
48.53|-106.88|47.0|1.0
48.53|-106.35|45.0|1.0
48.53|-105.83|44.5|0.5
48.53|-105.3|45.0|1.0
48.53|-104.77|50.0|1.0
48.53|-104.24|52.0|2.0
48.53|-103.71|56.0|1.0
48.53|-103.18|55.0|2.0
48.53|-102.65|47.0|1.0
48.53|-102.13|47.0|1.0
48.53|-101.6|48.0|1.0
48.93|-124.86|nan|nan
48.93|-124.33|nan|nan
48.93|-123.8|nan|nan
48.93|-123.27|nan|nan
48.93|-122.74|nan|nan
48.93|-122.21|34.0|1.0
48.93|-121.68|35.0|1.0
48.93|-121.15|35.0|1.0
48.93|-120.63|33.0|1.0
48.93|-120.1|32.0|1.0
48.93|-119.57|32.0|1.0
48.93|-119.04|33.5|1.5
48.93|-118.51|35.0|1.0
48.93|-117.98|35.0|1.0
48.93|-117.45|36.0|1.0
48.93|-116.93|36.0|1.0
48.93|-116.4|35.5|0.5
48.93|-115.87|37.0|1.0
48.93|-115.34|39.0|1.0
48.93|-114.81|39.0|1.0
48.93|-114.28|39.0|1.0
48.93|-113.75|42.0|2.0
48.93|-113.23|46.0|1.0
48.93|-112.7|40.0|1.0
48.93|-112.17|39.0|1.0
48.93|-111.64|40.0|1.0
48.93|-111.11|39.0|1.0
48.93|-110.58|39.0|1.0
48.93|-110.05|43.0|1.0
48.93|-109.53|44.0|1.0
48.93|-109.0|45.0|1.0
48.93|-108.47|46.0|1.0
48.93|-107.94|46.0|1.0
48.93|-107.41|46.0|1.0
48.93|-106.88|46.0|1.0
48.93|-106.35|45.0|1.0
48.93|-105.83|44.0|1.0
48.93|-105.3|46.0|2.0
48.93|-104.77|51.0|1.0
48.93|-104.24|52.0|1.0
48.93|-103.71|52.0|1.0
48.93|-103.18|49.0|1.0
48.93|-102.65|47.0|1.0
48.93|-102.13|47.0|1.0
48.93|-101.6|47.0|1.0
49.34|-124.86|nan|nan
49.34|-124.33|nan|nan
49.34|-123.8|34.0|2.0
49.34|-123.27|34.0|0.0
49.34|-122.74|34.0|1.0
49.34|-122.21|35.0|1.0
49.34|-121.68|35.0|1.0
49.34|-121.15|35.0|1.0
49.34|-120.63|33.0|1.0
49.34|-120.1|33.0|2.0
49.34|-119.57|34.0|1.0
49.34|-119.04|35.0|1.0
49.34|-118.51|35.0|1.0
49.34|-117.98|35.0|1.0
49.34|-117.45|35.0|1.0
49.34|-116.93|37.0|1.0
49.34|-116.4|37.0|1.0
49.34|-115.87|37.0|1.0
49.34|-115.34|38.0|1.0
49.34|-114.81|42.0|2.0
49.34|-114.28|46.0|2.0
49.34|-113.75|45.0|1.0
49.34|-113.23|46.0|1.0
49.34|-112.7|40.5|1.5
49.34|-112.17|40.0|1.0
49.34|-111.64|38.0|1.0
49.34|-111.11|38.0|1.0
49.34|-110.58|40.0|1.0
49.34|-110.05|43.0|1.0
49.34|-109.53|44.0|1.0
49.34|-109.0|45.0|1.0
49.34|-108.47|46.0|1.0
49.34|-107.94|47.0|1.0
49.34|-107.41|46.0|1.0
49.34|-106.88|46.0|1.0
49.34|-106.35|44.5|0.5
49.34|-105.83|43.0|1.0
49.34|-105.3|50.0|1.0
49.34|-104.77|51.0|1.0
49.34|-104.24|52.0|1.0
49.34|-103.71|52.0|1.0
49.34|-103.18|49.0|1.0
49.34|-102.65|47.0|1.0
49.34|-102.13|46.0|1.0
49.34|-101.6|nan|nan
49.74|-124.86|nan|nan
49.74|-124.33|nan|nan
49.74|-123.8|nan|nan
49.74|-123.27|nan|nan
49.74|-122.74|34.0|1.0
49.74|-122.21|35.0|1.0
49.74|-121.68|35.0|1.0
49.74|-121.15|35.0|1.0
49.74|-120.63|35.0|1.0
49.74|-120.1|nan|nan
49.74|-119.57|35.0|1.0
49.74|-119.04|35.0|1.0
49.74|-118.51|35.0|1.0
49.74|-117.98|35.0|1.0
49.74|-117.45|35.0|1.0
49.74|-116.93|nan|nan
49.74|-116.4|nan|nan
49.74|-115.87|nan|nan
49.74|-115.34|37.0|2.0
49.74|-114.81|40.0|1.0
49.74|-114.28|44.5|2.5
49.74|-113.75|44.5|1.5
49.74|-113.23|43.0|2.0
49.74|-112.7|40.0|1.0
49.74|-112.17|40.0|1.0
49.74|-111.64|39.0|1.0
49.74|-111.11|38.0|1.0
49.74|-110.58|39.0|1.0
49.74|-110.05|42.0|1.0
49.74|-109.53|44.0|1.0
49.74|-109.0|nan|nan
49.74|-108.47|nan|nan
49.74|-107.94|nan|nan
49.74|-107.41|nan|nan
49.74|-106.88|nan|nan
49.74|-106.35|nan|nan
49.74|-105.83|nan|nan
49.74|-105.3|nan|nan
49.74|-104.77|nan|nan
49.74|-104.24|nan|nan
49.74|-103.71|nan|nan
49.74|-103.18|nan|nan
49.74|-102.65|nan|nan
49.74|-102.13|nan|nan
49.74|-101.6|nan|nan
50.15|-124.86|nan|nan
50.15|-124.33|nan|nan
50.15|-123.8|nan|nan
50.15|-123.27|nan|nan
50.15|-122.74|35.0|1.0
50.15|-122.21|35.0|1.0
50.15|-121.68|35.0|1.0
50.15|-121.15|34.0|1.0
50.15|-120.63|nan|nan
50.15|-120.1|nan|nan
50.15|-119.57|nan|nan
50.15|-119.04|35.0|1.0
50.15|-118.51|35.0|1.0
50.15|-117.98|36.0|1.0
50.15|-117.45|nan|nan
50.15|-116.93|nan|nan
50.15|-116.4|nan|nan
50.15|-115.87|nan|nan
50.15|-115.34|nan|nan
50.15|-114.81|39.0|1.0
50.15|-114.28|45.0|2.0
50.15|-113.75|45.0|1.0
50.15|-113.23|42.0|1.0
50.15|-112.7|41.0|1.0
50.15|-112.17|39.0|1.0
50.15|-111.64|38.5|0.5
50.15|-111.11|38.0|1.0
50.15|-110.58|39.0|1.0
50.15|-110.05|42.0|1.0
50.15|-109.53|nan|nan
50.15|-109.0|nan|nan
50.15|-108.47|nan|nan
50.15|-107.94|nan|nan
50.15|-107.41|nan|nan
50.15|-106.88|nan|nan
50.15|-106.35|nan|nan
50.15|-105.83|nan|nan
50.15|-105.3|nan|nan
50.15|-104.77|nan|nan
50.15|-104.24|nan|nan
50.15|-103.71|nan|nan
50.15|-103.18|nan|nan
50.15|-102.65|nan|nan
50.15|-102.13|nan|nan
50.15|-101.6|nan|nan
